8706     4
 
(-0.2213864E+01, 0.2067003E+01)  (-0.2196026E+01, 0.2064879E+01)  (-0.2178173E+01, 0.2062742E+01)
(-0.2160304E+01, 0.2060591E+01)  (-0.2142421E+01, 0.2058428E+01)  (-0.2124523E+01, 0.2056252E+01)
(-0.2106610E+01, 0.2054063E+01)  (-0.2088683E+01, 0.2051862E+01)  (-0.2070741E+01, 0.2049647E+01)
(-0.2052785E+01, 0.2047420E+01)  (-0.2034814E+01, 0.2045180E+01)  (-0.2016830E+01, 0.2042927E+01)
(-0.1998832E+01, 0.2040661E+01)  (-0.1980820E+01, 0.2038382E+01)  (-0.1962794E+01, 0.2036091E+01)
(-0.1944755E+01, 0.2033787E+01)  (-0.1926702E+01, 0.2031470E+01)  (-0.1908636E+01, 0.2029140E+01)
(-0.1890556E+01, 0.2026797E+01)  (-0.1872464E+01, 0.2024442E+01)  (-0.1854358E+01, 0.2022074E+01)
(-0.1836240E+01, 0.2019694E+01)  (-0.1818109E+01, 0.2017300E+01)  (-0.1799965E+01, 0.2014894E+01)
(-0.1781809E+01, 0.2012476E+01)  (-0.1763640E+01, 0.2010044E+01)  (-0.1745459E+01, 0.2007600E+01)
(-0.1727266E+01, 0.2005143E+01)  (-0.1709061E+01, 0.2002674E+01)  (-0.1690844E+01, 0.2000192E+01)
(-0.1672616E+01, 0.1997697E+01)  (-0.1654375E+01, 0.1995190E+01)  (-0.1636123E+01, 0.1992670E+01)
(-0.1617860E+01, 0.1990137E+01)  (-0.1599585E+01, 0.1987592E+01)  (-0.1581299E+01, 0.1985035E+01)
(-0.1563003E+01, 0.1982464E+01)  (-0.1544695E+01, 0.1979882E+01)  (-0.1526376E+01, 0.1977286E+01)
(-0.1508047E+01, 0.1974678E+01)  (-0.1489707E+01, 0.1972058E+01)  (-0.1471357E+01, 0.1969425E+01)
(-0.1452996E+01, 0.1966780E+01)  (-0.1434625E+01, 0.1964122E+01)  (-0.1416244E+01, 0.1961452E+01)
(-0.1397853E+01, 0.1958769E+01)  (-0.1379452E+01, 0.1956074E+01)  (-0.1361042E+01, 0.1953366E+01)
(-0.1342622E+01, 0.1950646E+01)  (-0.1324192E+01, 0.1947913E+01)  (-0.1305753E+01, 0.1945168E+01)
(-0.1287305E+01, 0.1942411E+01)  (-0.1268848E+01, 0.1939641E+01)  (-0.1250382E+01, 0.1936859E+01)
(-0.1231907E+01, 0.1934065E+01)  (-0.1213423E+01, 0.1931258E+01)  (-0.1194930E+01, 0.1928439E+01)
(-0.1176429E+01, 0.1925607E+01)  (-0.1157920E+01, 0.1922764E+01)  (-0.1139403E+01, 0.1919908E+01)
(-0.1120877E+01, 0.1917039E+01)  (-0.1102343E+01, 0.1914159E+01)  (-0.1083802E+01, 0.1911266E+01)
(-0.1065252E+01, 0.1908361E+01)  (-0.1046695E+01, 0.1905444E+01)  (-0.1028131E+01, 0.1902514E+01)
(-0.1009559E+01, 0.1899572E+01)  (-0.9909800E+00, 0.1896619E+01)  (-0.9723938E+00, 0.1893653E+01)
(-0.9538005E+00, 0.1890674E+01)  (-0.9352004E+00, 0.1887684E+01)  (-0.9165934E+00, 0.1884682E+01)
(-0.8979799E+00, 0.1881667E+01)  (-0.8793598E+00, 0.1878640E+01)  (-0.8607333E+00, 0.1875601E+01)
(-0.8421006E+00, 0.1872551E+01)  (-0.8234617E+00, 0.1869488E+01)  (-0.8048167E+00, 0.1866413E+01)
(-0.7861659E+00, 0.1863326E+01)  (-0.7675093E+00, 0.1860227E+01)  (-0.7488470E+00, 0.1857115E+01)
(-0.7301792E+00, 0.1853992E+01)  (-0.7115060E+00, 0.1850857E+01)  (-0.6928275E+00, 0.1847710E+01)
(-0.6741438E+00, 0.1844552E+01)  (-0.6554551E+00, 0.1841381E+01)  (-0.6367615E+00, 0.1838198E+01)
(-0.6180631E+00, 0.1835003E+01)  (-0.5993601E+00, 0.1831797E+01)  (-0.5806511E+00, 0.1828574E+01)
(-0.5619349E+00, 0.1825331E+01)  (-0.5432105E+00, 0.1822063E+01)  (-0.5244768E+00, 0.1818766E+01)
(-0.5057329E+00, 0.1815436E+01)  (-0.4869780E+00, 0.1812068E+01)  (-0.4682113E+00, 0.1808659E+01)
(-0.4494321E+00, 0.1805205E+01)  (-0.4306398E+00, 0.1801700E+01)  (-0.4118340E+00, 0.1798141E+01)
(-0.3930143E+00, 0.1794524E+01)  (-0.3741804E+00, 0.1790845E+01)  (-0.3553320E+00, 0.1787100E+01)
(-0.3364691E+00, 0.1783284E+01)  (-0.3175915E+00, 0.1779394E+01)  (-0.2986993E+00, 0.1775426E+01)
(-0.2797927E+00, 0.1771375E+01)  (-0.2608718E+00, 0.1767238E+01)  (-0.2419371E+00, 0.1763011E+01)
(-0.2229889E+00, 0.1758689E+01)  (-0.2040277E+00, 0.1754270E+01)  (-0.1850541E+00, 0.1749749E+01)
(-0.1660687E+00, 0.1745122E+01)  (-0.1470723E+00, 0.1740386E+01)  (-0.1280659E+00, 0.1735537E+01)
(-0.1090502E+00, 0.1730570E+01)  (-0.9002636E-01, 0.1725484E+01)  (-0.7099549E-01, 0.1720273E+01)
(-0.5195879E-01, 0.1714934E+01)  (-0.3291756E-01, 0.1709464E+01)  (-0.1387317E-01, 0.1703858E+01)
(0.5172896E-02, 0.1698114E+01)  (0.2421908E-01, 0.1692229E+01)  (0.4326372E-01, 0.1686198E+01)
(0.6230509E-01, 0.1680018E+01)  (0.8134137E-01, 0.1673686E+01)  (0.1003706E+00, 0.1667198E+01)
(0.1193909E+00, 0.1660552E+01)  (0.1384000E+00, 0.1653744E+01)  (0.1573959E+00, 0.1646771E+01)
(0.1763763E+00, 0.1639630E+01)  (0.1953387E+00, 0.1632318E+01)  (0.2142809E+00, 0.1624831E+01)
(0.2332002E+00, 0.1617168E+01)  (0.2520941E+00, 0.1609324E+01)  (0.2709599E+00, 0.1601298E+01)
(0.2897948E+00, 0.1593086E+01)  (0.3085960E+00, 0.1584685E+01)  (0.3273605E+00, 0.1576094E+01)
(0.3460853E+00, 0.1567309E+01)  (0.3647674E+00, 0.1558327E+01)  (0.3834035E+00, 0.1549148E+01)
(0.4019904E+00, 0.1539767E+01)  (0.4205248E+00, 0.1530183E+01)  (0.4390033E+00, 0.1520394E+01)
(0.4574223E+00, 0.1510397E+01)  (0.4757783E+00, 0.1500190E+01)  (0.4940677E+00, 0.1489771E+01)
(0.5122867E+00, 0.1479139E+01)  (0.5304317E+00, 0.1468291E+01)  (0.5484986E+00, 0.1457226E+01)
(0.5664836E+00, 0.1445942E+01)  (0.5843828E+00, 0.1434437E+01)  (0.6021919E+00, 0.1422710E+01)
(0.6199070E+00, 0.1410759E+01)  (0.6375238E+00, 0.1398584E+01)  (0.6550380E+00, 0.1386182E+01)
(0.6724454E+00, 0.1373553E+01)  (0.6897415E+00, 0.1360695E+01)  (0.7069219E+00, 0.1347609E+01)
(0.7239820E+00, 0.1334292E+01)  (0.7409175E+00, 0.1320744E+01)  (0.7577235E+00, 0.1306964E+01)
(0.7743956E+00, 0.1292953E+01)  (0.7909288E+00, 0.1278708E+01)  (0.8073186E+00, 0.1264231E+01)
(0.8235600E+00, 0.1249521E+01)  (0.8396482E+00, 0.1234577E+01)  (0.8555784E+00, 0.1219400E+01)
(0.8713455E+00, 0.1203990E+01)  (0.8869446E+00, 0.1188346E+01)  (0.9023706E+00, 0.1172470E+01)
(0.9176185E+00, 0.1156362E+01)  (0.9326833E+00, 0.1140023E+01)  (0.9475597E+00, 0.1123452E+01)
(0.9622427E+00, 0.1106651E+01)  (0.9767271E+00, 0.1089622E+01)  (0.9910076E+00, 0.1072364E+01)
(0.1005079E+01, 0.1054879E+01)  (0.1018936E+01, 0.1037168E+01)  (0.1032574E+01, 0.1019234E+01)
(0.1045987E+01, 0.1001077E+01)  (0.1059170E+01, 0.9826987E+00)  (0.1072117E+01, 0.9641017E+00)
(0.1084824E+01, 0.9452877E+00)  (0.1097285E+01, 0.9262588E+00)  (0.1109494E+01, 0.9070172E+00)
(0.1121447E+01, 0.8875653E+00)  (0.1133139E+01, 0.8679055E+00)  (0.1144563E+01, 0.8480407E+00)
(0.1155715E+01, 0.8279735E+00)  (0.1166589E+01, 0.8077069E+00)  (0.1177181E+01, 0.7872439E+00)
(0.1187484E+01, 0.7665878E+00)  (0.1197494E+01, 0.7457418E+00)  (0.1207206E+01, 0.7247096E+00)
(0.1216615E+01, 0.7034946E+00)  (0.1225715E+01, 0.6821008E+00)  (0.1234501E+01, 0.6605319E+00)
(0.1242969E+01, 0.6387920E+00)  (0.1251114E+01, 0.6168854E+00)  (0.1258930E+01, 0.5948163E+00)
(0.1266412E+01, 0.5725892E+00)  (0.1273557E+01, 0.5502088E+00)  (0.1280358E+01, 0.5276798E+00)
(0.1286813E+01, 0.5050071E+00)  (0.1292915E+01, 0.4821958E+00)  (0.1298660E+01, 0.4592509E+00)
(0.1304044E+01, 0.4361778E+00)  (0.1309063E+01, 0.4129821E+00)  (0.1313712E+01, 0.3896692E+00)
(0.1317987E+01, 0.3662449E+00)  (0.1321884E+01, 0.3427150E+00)  (0.1325398E+01, 0.3190856E+00)
(0.1328527E+01, 0.2953627E+00)  (0.1331265E+01, 0.2715527E+00)  (0.1333609E+01, 0.2476619E+00)
(0.1335556E+01, 0.2236969E+00)  (0.1337103E+01, 0.1996643E+00)  (0.1338244E+01, 0.1755708E+00)
(0.1338978E+01, 0.1514234E+00)  (0.1339302E+01, 0.1272292E+00)  (0.1339211E+01, 0.1029951E+00)
(0.1338704E+01, 0.7872863E-01)  (0.1337777E+01, 0.5443701E-01)  (0.1336427E+01, 0.3012777E-01)
(0.1334653E+01, 0.5808525E-02)  (0.1332452E+01, -0.1851301E-01)  (0.1329822E+01, -0.4282901E-01)
(0.1326760E+01, -0.6713154E-01)  (0.1323265E+01, -0.9141258E-01)  (0.1319334E+01, -0.1156640E+00)
(0.1314967E+01, -0.1398775E+00)  (0.1310162E+01, -0.1640449E+00)  (0.1304917E+01, -0.1881577E+00)
(0.1299232E+01, -0.2122074E+00)  (0.1293106E+01, -0.2361854E+00)  (0.1286537E+01, -0.2600831E+00)
(0.1279526E+01, -0.2838918E+00)  (0.1272071E+01, -0.3076025E+00)  (0.1264173E+01, -0.3312065E+00)
(0.1255832E+01, -0.3546948E+00)  (0.1247047E+01, -0.3780583E+00)  (0.1237820E+01, -0.4012881E+00)
(0.1228151E+01, -0.4243749E+00)  (0.1218040E+01, -0.4473097E+00)  (0.1207489E+01, -0.4700831E+00)
(0.1196499E+01, -0.4926861E+00)  (0.1185071E+01, -0.5151091E+00)  (0.1173206E+01, -0.5373431E+00)
(0.1160907E+01, -0.5593785E+00)  (0.1148176E+01, -0.5812060E+00)  (0.1135015E+01, -0.6028162E+00)
(0.1121426E+01, -0.6241998E+00)  (0.1107412E+01, -0.6453473E+00)  (0.1092975E+01, -0.6662493E+00)
(0.1078120E+01, -0.6868965E+00)  (0.1062850E+01, -0.7072793E+00)  (0.1047167E+01, -0.7273884E+00)
(0.1031076E+01, -0.7472145E+00)  (0.1014581E+01, -0.7667483E+00)  (0.9976861E+00, -0.7859803E+00)
(0.9803958E+00, -0.8049014E+00)  (0.9627149E+00, -0.8235023E+00)  (0.9446483E+00, -0.8417738E+00)
(0.9262011E+00, -0.8597067E+00)  (0.9073789E+00, -0.8772922E+00)  (0.8881874E+00, -0.8945210E+00)
(0.8686323E+00, -0.9113843E+00)  (0.8487198E+00, -0.9278732E+00)  (0.8284563E+00, -0.9439790E+00)
(0.8078484E+00, -0.9596929E+00)  (0.7869029E+00, -0.9750064E+00)  (0.7656268E+00, -0.9899110E+00)
(0.7440275E+00, -0.1004398E+01)  (0.7221124E+00, -0.1018460E+01)  (0.6998893E+00, -0.1032088E+01)
(0.6773662E+00, -0.1045274E+01)  (0.6545513E+00, -0.1058011E+01)  (0.6314529E+00, -0.1070290E+01)
(0.6080798E+00, -0.1082105E+01)  (0.5844407E+00, -0.1093447E+01)  (0.5605447E+00, -0.1104309E+01)
(0.5364013E+00, -0.1114684E+01)  (0.5120197E+00, -0.1124566E+01)  (0.4874098E+00, -0.1133947E+01)
(0.4625815E+00, -0.1142821E+01)  (0.4375448E+00, -0.1151181E+01)  (0.4123102E+00, -0.1159022E+01)
(0.3868881E+00, -0.1166337E+01)  (0.3612893E+00, -0.1173120E+01)  (0.3355246E+00, -0.1179366E+01)
(0.3096051E+00, -0.1185069E+01)  (0.2835421E+00, -0.1190225E+01)  (0.2573471E+00, -0.1194828E+01)
(0.2310316E+00, -0.1198874E+01)  (0.2046075E+00, -0.1202358E+01)  (0.1780867E+00, -0.1205276E+01)
(0.1514813E+00, -0.1207624E+01)  (0.1248036E+00, -0.1209399E+01)  (0.9806594E-01, -0.1210597E+01)
(0.7128090E-01, -0.1211215E+01)  (0.4446116E-01, -0.1211250E+01)  (0.1761953E-01, -0.1210699E+01)
(-0.9231034E-02, -0.1209561E+01)  (-0.3607749E-01, -0.1207833E+01)  (-0.6290667E-01, -0.1205513E+01)
(-0.8970530E-01, -0.1202601E+01)  (-0.1164600E+00, -0.1199094E+01)  (-0.1431573E+00, -0.1194993E+01)
(-0.1697838E+00, -0.1190296E+01)  (-0.1963256E+00, -0.1185004E+01)  (-0.2227692E+00, -0.1179117E+01)
(-0.2491009E+00, -0.1172635E+01)  (-0.2753067E+00, -0.1165558E+01)  (-0.3013729E+00, -0.1157889E+01)
(-0.3272856E+00, -0.1149629E+01)  (-0.3530308E+00, -0.1140778E+01)  (-0.3785946E+00, -0.1131341E+01)
(-0.4039630E+00, -0.1121318E+01)  (-0.4291221E+00, -0.1110713E+01)  (-0.4540579E+00, -0.1099529E+01)
(-0.4787565E+00, -0.1087770E+01)  (-0.5032039E+00, -0.1075439E+01)  (-0.5273863E+00, -0.1062540E+01)
(-0.5512898E+00, -0.1049079E+01)  (-0.5749005E+00, -0.1035060E+01)  (-0.5982048E+00, -0.1020488E+01)
(-0.6211888E+00, -0.1005370E+01)  (-0.6438391E+00, -0.9897101E+00)  (-0.6661421E+00, -0.9735161E+00)
(-0.6880844E+00, -0.9567941E+00)  (-0.7096526E+00, -0.9395514E+00)  (-0.7308335E+00, -0.9217952E+00)
(-0.7516141E+00, -0.9035335E+00)  (-0.7719813E+00, -0.8847744E+00)  (-0.7919224E+00, -0.8655262E+00)
(-0.8114246E+00, -0.8457979E+00)  (-0.8304756E+00, -0.8255986E+00)  (-0.8490629E+00, -0.8049379E+00)
(-0.8671745E+00, -0.7838256E+00)  (-0.8847983E+00, -0.7622719E+00)  (-0.9019226E+00, -0.7402874E+00)
(-0.9185358E+00, -0.7178829E+00)  (-0.9346268E+00, -0.6950698E+00)  (-0.9501842E+00, -0.6718594E+00)
(-0.9651974E+00, -0.6482637E+00)  (-0.9796556E+00, -0.6242949E+00)  (-0.9935487E+00, -0.5999654E+00)
(-0.1006866E+01, -0.5752881E+00)  (-0.1019599E+01, -0.5502760E+00)  (-0.1031737E+01, -0.5249426E+00)
(-0.1043271E+01, -0.4993015E+00)  (-0.1054192E+01, -0.4733668E+00)  (-0.1064492E+01, -0.4471527E+00)
(-0.1074163E+01, -0.4206736E+00)  (-0.1083196E+01, -0.3939445E+00)  (-0.1091584E+01, -0.3669804E+00)
(-0.1099319E+01, -0.3397966E+00)  (-0.1106395E+01, -0.3124086E+00)  (-0.1112805E+01, -0.2848322E+00)
(-0.1118544E+01, -0.2570835E+00)  (-0.1123605E+01, -0.2291786E+00)  (-0.1127982E+01, -0.2011340E+00)
(-0.1131672E+01, -0.1729664E+00)  (-0.1134669E+01, -0.1446925E+00)  (-0.1136969E+01, -0.1163294E+00)
(-0.1138569E+01, -0.8789426E-01)  (-0.1139465E+01, -0.5940441E-01)  (-0.1139654E+01, -0.3087734E-01)
(-0.1139134E+01, -0.2330697E-02)  (-0.1137903E+01, 0.2621777E-01)  (-0.1135959E+01, 0.5475019E-01)
(-0.1133301E+01, 0.8324856E-01)  (-0.1129929E+01, 0.1116948E+00)  (-0.1125842E+01, 0.1400708E+00)
(-0.1121040E+01, 0.1683583E+00)  (-0.1115526E+01, 0.1965389E+00)  (-0.1109298E+01, 0.2245945E+00)
(-0.1102360E+01, 0.2525065E+00)  (-0.1094714E+01, 0.2802566E+00)  (-0.1086361E+01, 0.3078264E+00)
(-0.1077306E+01, 0.3351974E+00)  (-0.1067553E+01, 0.3623514E+00)  (-0.1057104E+01, 0.3892700E+00)
(-0.1045965E+01, 0.4159348E+00)  (-0.1034141E+01, 0.4423275E+00)  (-0.1021638E+01, 0.4684302E+00)
(-0.1008462E+01, 0.4942245E+00)  (-0.9946189E+00, 0.5196925E+00)  (-0.9801165E+00, 0.5448164E+00)
(-0.9649623E+00, 0.5695784E+00)  (-0.9491644E+00, 0.5939609E+00)  (-0.9327314E+00, 0.6179463E+00)
(-0.9156724E+00, 0.6415175E+00)  (-0.8979970E+00, 0.6646573E+00)  (-0.8797153E+00, 0.6873488E+00)
(-0.8608379E+00, 0.7095752E+00)  (-0.8413758E+00, 0.7313202E+00)  (-0.8213405E+00, 0.7525674E+00)
(-0.8007440E+00, 0.7733009E+00)  (-0.7795987E+00, 0.7935050E+00)  (-0.7579177E+00, 0.8131641E+00)
(-0.7357141E+00, 0.8322633E+00)  (-0.7130019E+00, 0.8507876E+00)  (-0.6897953E+00, 0.8687225E+00)
(-0.6661090E+00, 0.8860539E+00)  (-0.6419582E+00, 0.9027679E+00)  (-0.6173583E+00, 0.9188510E+00)
(-0.5923253E+00, 0.9342903E+00)  (-0.5668756E+00, 0.9490729E+00)  (-0.5410260E+00, 0.9631866E+00)
(-0.5147936E+00, 0.9766195E+00)  (-0.4881958E+00, 0.9893601E+00)  (-0.4612507E+00, 0.1001397E+01)
(-0.4339763E+00, 0.1012721E+01)  (-0.4063913E+00, 0.1023321E+01)  (-0.3785146E+00, 0.1033187E+01)
(-0.3503655E+00, 0.1042310E+01)  (-0.3219634E+00, 0.1050682E+01)  (-0.2933282E+00, 0.1058294E+01)
(-0.2644801E+00, 0.1065140E+01)  (-0.2354393E+00, 0.1071211E+01)  (-0.2062266E+00, 0.1076502E+01)
(-0.1768628E+00, 0.1081005E+01)  (-0.1473690E+00, 0.1084717E+01)  (-0.1177666E+00, 0.1087631E+01)
(-0.8807711E-01, 0.1089745E+01)  (-0.5832216E-01, 0.1091053E+01)  (-0.2852365E-01, 0.1091553E+01)
(0.1296405E-02, 0.1091242E+01)  (0.3111584E-01, 0.1090118E+01)  (0.6091240E-01, 0.1088180E+01)
(0.9066370E-01, 0.1085428E+01)  (0.1203473E+00, 0.1081861E+01)  (0.1499406E+00, 0.1077479E+01)
(0.1794212E+00, 0.1072284E+01)  (0.2087664E+00, 0.1066278E+01)  (0.2379535E+00, 0.1059463E+01)
(0.2669600E+00, 0.1051843E+01)  (0.2957633E+00, 0.1043420E+01)  (0.3243408E+00, 0.1034199E+01)
(0.3526700E+00, 0.1024185E+01)  (0.3807286E+00, 0.1013385E+01)  (0.4084943E+00, 0.1001803E+01)
(0.4359447E+00, 0.9894482E+00)  (0.4630579E+00, 0.9763267E+00)  (0.4898120E+00, 0.9624471E+00)
(0.5161852E+00, 0.9478184E+00)  (0.5421559E+00, 0.9324500E+00)  (0.5677030E+00, 0.9163521E+00)
(0.5928051E+00, 0.8995356E+00)  (0.6174416E+00, 0.8820117E+00)  (0.6415918E+00, 0.8637926E+00)
(0.6652355E+00, 0.8448909E+00)  (0.6883526E+00, 0.8253199E+00)  (0.7109235E+00, 0.8050935E+00)
(0.7329289E+00, 0.7842262E+00)  (0.7543498E+00, 0.7627329E+00)  (0.7751677E+00, 0.7406294E+00)
(0.7953643E+00, 0.7179319E+00)  (0.8149220E+00, 0.6946572E+00)  (0.8338235E+00, 0.6708226E+00)
(0.8520518E+00, 0.6464461E+00)  (0.8695906E+00, 0.6215460E+00)  (0.8864240E+00, 0.5961412E+00)
(0.9025366E+00, 0.5702513E+00)  (0.9179136E+00, 0.5438962E+00)  (0.9325405E+00, 0.5170963E+00)
(0.9464037E+00, 0.4898724E+00)  (0.9594899E+00, 0.4622460E+00)  (0.9717866E+00, 0.4342389E+00)
(0.9832816E+00, 0.4058732E+00)  (0.9939637E+00, 0.3771715E+00)  (0.1003822E+01, 0.3481568E+00)
(0.1012846E+01, 0.3188526E+00)  (0.1021027E+01, 0.2892826E+00)  (0.1028356E+01, 0.2594707E+00)
(0.1034825E+01, 0.2294414E+00)  (0.1040426E+01, 0.1992194E+00)  (0.1045152E+01, 0.1688297E+00)
(0.1048999E+01, 0.1382973E+00)  (0.1051959E+01, 0.1076479E+00)  (0.1054029E+01, 0.7690697E-01)
(0.1055206E+01, 0.4610051E-01)  (0.1055485E+01, 0.1525452E-01)  (0.1054865E+01, -0.1560481E-01)
(0.1053344E+01, -0.4645116E-01)  (0.1050921E+01, -0.7725808E-01)  (0.1047597E+01, -0.1079991E+00)
(0.1043373E+01, -0.1386476E+00)  (0.1038249E+01, -0.1691769E+00)  (0.1032228E+01, -0.1995605E+00)
(0.1025314E+01, -0.2297717E+00)  (0.1017511E+01, -0.2597839E+00)  (0.1008823E+01, -0.2895706E+00)
(0.9992560E+00, -0.3191054E+00)  (0.9888164E+00, -0.3483618E+00)  (0.9775113E+00, -0.3773137E+00)
(0.9653489E+00, -0.4059351E+00)  (0.9523379E+00, -0.4341999E+00)  (0.9384879E+00, -0.4620827E+00)
(0.9238093E+00, -0.4895578E+00)  (0.9083133E+00, -0.5166002E+00)  (0.8920120E+00, -0.5431848E+00)
(0.8749179E+00, -0.5692872E+00)  (0.8570447E+00, -0.5948830E+00)  (0.8384066E+00, -0.6199482E+00)
(0.8190186E+00, -0.6444594E+00)  (0.7988965E+00, -0.6683934E+00)  (0.7780568E+00, -0.6917274E+00)
(0.7565167E+00, -0.7144393E+00)  (0.7342942E+00, -0.7365071E+00)  (0.7114079E+00, -0.7579096E+00)
(0.6878771E+00, -0.7786260E+00)  (0.6637218E+00, -0.7986360E+00)  (0.6389627E+00, -0.8179200E+00)
(0.6136211E+00, -0.8364588E+00)  (0.5877189E+00, -0.8542340E+00)  (0.5612786E+00, -0.8712278E+00)
(0.5343234E+00, -0.8874229E+00)  (0.5068769E+00, -0.9028027E+00)  (0.4789635E+00, -0.9173515E+00)
(0.4506078E+00, -0.9310541E+00)  (0.4218353E+00, -0.9438960E+00)  (0.3926717E+00, -0.9558636E+00)
(0.3631432E+00, -0.9669441E+00)  (0.3332767E+00, -0.9771253E+00)  (0.3030992E+00, -0.9863958E+00)
(0.2726383E+00, -0.9947452E+00)  (0.2419219E+00, -0.1002164E+01)  (0.2109784E+00, -0.1008643E+01)
(0.1798363E+00, -0.1014174E+01)  (0.1485246E+00, -0.1018750E+01)  (0.1170724E+00, -0.1022366E+01)
(0.8550924E-01, -0.1025015E+01)  (0.5386476E-01, -0.1026694E+01)  (0.2216884E-01, -0.1027398E+01)
(-0.9548497E-02, -0.1027125E+01)  (-0.4125707E-01, -0.1025873E+01)  (-0.7292658E-01, -0.1023643E+01)
(-0.1045267E+00, -0.1020433E+01)  (-0.1360269E+00, -0.1016245E+01)  (-0.1673969E+00, -0.1011081E+01)
(-0.1986061E+00, -0.1004945E+01)  (-0.2296242E+00, -0.9978394E+00)  (-0.2604209E+00, -0.9897702E+00)
(-0.2909658E+00, -0.9807432E+00)  (-0.3212290E+00, -0.9707651E+00)  (-0.3511804E+00, -0.9598438E+00)
(-0.3807903E+00, -0.9479882E+00)  (-0.4100291E+00, -0.9352081E+00)  (-0.4388677E+00, -0.9215140E+00)
(-0.4672769E+00, -0.9069178E+00)  (-0.4952282E+00, -0.8914319E+00)  (-0.5226931E+00, -0.8750699E+00)
(-0.5496437E+00, -0.8578462E+00)  (-0.5760524E+00, -0.8397762E+00)  (-0.6018921E+00, -0.8208762E+00)
(-0.6271362E+00, -0.8011632E+00)  (-0.6517585E+00, -0.7806553E+00)  (-0.6757334E+00, -0.7593715E+00)
(-0.6990356E+00, -0.7373313E+00)  (-0.7216409E+00, -0.7145555E+00)  (-0.7435252E+00, -0.6910653E+00)
(-0.7646653E+00, -0.6668830E+00)  (-0.7850386E+00, -0.6420315E+00)  (-0.8046233E+00, -0.6165346E+00)
(-0.8233981E+00, -0.5904168E+00)  (-0.8413426E+00, -0.5637032E+00)  (-0.8584372E+00, -0.5364197E+00)
(-0.8746630E+00, -0.5085930E+00)  (-0.8900019E+00, -0.4802502E+00)  (-0.9044367E+00, -0.4514191E+00)
(-0.9179511E+00, -0.4221283E+00)  (-0.9305296E+00, -0.3924068E+00)  (-0.9421578E+00, -0.3622841E+00)
(-0.9528218E+00, -0.3317904E+00)  (-0.9625092E+00, -0.3009562E+00)  (-0.9712081E+00, -0.2698127E+00)
(-0.9789079E+00, -0.2383912E+00)  (-0.9855987E+00, -0.2067236E+00)  (-0.9912720E+00, -0.1748424E+00)
(-0.9959199E+00, -0.1427799E+00)  (-0.9995359E+00, -0.1105691E+00)  (-0.1002114E+01, -0.7824331E-01)
(-0.1003651E+01, -0.4583578E-01)  (-0.1004142E+01, -0.1338018E-01)  (-0.1003585E+01, 0.1908970E-01)
(-0.1001979E+01, 0.5153996E-01)  (-0.9993232E+00, 0.8393656E-01)  (-0.9956195E+00, 0.1162454E+00)
(-0.9908694E+00, 0.1484325E+00)  (-0.9850762E+00, 0.1804636E+00)  (-0.9782441E+00, 0.2123047E+00)
(-0.9703786E+00, 0.2439218E+00)  (-0.9614862E+00, 0.2752812E+00)  (-0.9515745E+00, 0.3063491E+00)
(-0.9406524E+00, 0.3370920E+00)  (-0.9287296E+00, 0.3674766E+00)  (-0.9158171E+00, 0.3974700E+00)
(-0.9019271E+00, 0.4270395E+00)  (-0.8870727E+00, 0.4561528E+00)  (-0.8712681E+00, 0.4847778E+00)
(-0.8545288E+00, 0.5128831E+00)  (-0.8368710E+00, 0.5404375E+00)  (-0.8183123E+00, 0.5674104E+00)
(-0.7988711E+00, 0.5937719E+00)  (-0.7785669E+00, 0.6194923E+00)  (-0.7574203E+00, 0.6445428E+00)
(-0.7354527E+00, 0.6688951E+00)  (-0.7126865E+00, 0.6925216E+00)  (-0.6891453E+00, 0.7153954E+00)
(-0.6648534E+00, 0.7374903E+00)  (-0.6398359E+00, 0.7587809E+00)  (-0.6141190E+00, 0.7792426E+00)
(-0.5877298E+00, 0.7988516E+00)  (-0.5606959E+00, 0.8175851E+00)  (-0.5330461E+00, 0.8354209E+00)
(-0.5048097E+00, 0.8523380E+00)  (-0.4760169E+00, 0.8683163E+00)  (-0.4466986E+00, 0.8833365E+00)
(-0.4168862E+00, 0.8973805E+00)  (-0.3866119E+00, 0.9104311E+00)  (-0.3559087E+00, 0.9224722E+00)
(-0.3248098E+00, 0.9334889E+00)  (-0.2933493E+00, 0.9434672E+00)  (-0.2615616E+00, 0.9523942E+00)
(-0.2294817E+00, 0.9602583E+00)  (-0.1971449E+00, 0.9670491E+00)  (-0.1645871E+00, 0.9727571E+00)
(-0.1318443E+00, 0.9773742E+00)  (-0.9895319E-01, 0.9808935E+00)  (-0.6595039E-01, 0.9833092E+00)
(-0.3287296E-01, 0.9846169E+00)  (0.2418952E-03, 0.9848133E+00)  (0.3335679E-01, 0.9838964E+00)
(0.6643424E-01, 0.9818655E+00)  (0.9943666E-01, 0.9787211E+00)  (0.1323265E+00, 0.9744650E+00)
(0.1650660E+00, 0.9691003E+00)  (0.1976179E+00, 0.9626314E+00)  (0.2299445E+00, 0.9550639E+00)
(0.2620086E+00, 0.9464047E+00)  (0.2937730E+00, 0.9366621E+00)  (0.3252010E+00, 0.9258454E+00)
(0.3562558E+00, 0.9139655E+00)  (0.3869012E+00, 0.9010343E+00)  (0.4171013E+00, 0.8870652E+00)
