8706     4
 
(-0.7879303E-03, -0.1450760E-03)  (-0.8091898E-03, -0.1489882E-03)  (-0.8309954E-03, -0.1530008E-03)
(-0.8533602E-03, -0.1571162E-03)  (-0.8762979E-03, -0.1613370E-03)  (-0.8998222E-03, -0.1656656E-03)
(-0.9239472E-03, -0.1701047E-03)  (-0.9486874E-03, -0.1746570E-03)  (-0.9740575E-03, -0.1793250E-03)
(-0.1000073E-02, -0.1841117E-03)  (-0.1026748E-02, -0.1890198E-03)  (-0.1054100E-02, -0.1940522E-03)
(-0.1082144E-02, -0.1992120E-03)  (-0.1110897E-02, -0.2045020E-03)  (-0.1140375E-02, -0.2099255E-03)
(-0.1170597E-02, -0.2154855E-03)  (-0.1201578E-02, -0.2211853E-03)  (-0.1233338E-02, -0.2270282E-03)
(-0.1265895E-02, -0.2330176E-03)  (-0.1299267E-02, -0.2391569E-03)  (-0.1333474E-02, -0.2454497E-03)
(-0.1368535E-02, -0.2518994E-03)  (-0.1404470E-02, -0.2585099E-03)  (-0.1441299E-02, -0.2652848E-03)
(-0.1479044E-02, -0.2722280E-03)  (-0.1517726E-02, -0.2793434E-03)  (-0.1557367E-02, -0.2866350E-03)
(-0.1597988E-02, -0.2941069E-03)  (-0.1639613E-02, -0.3017633E-03)  (-0.1682264E-02, -0.3096084E-03)
(-0.1725966E-02, -0.3176465E-03)  (-0.1770743E-02, -0.3258822E-03)  (-0.1816619E-02, -0.3343199E-03)
(-0.1863619E-02, -0.3429643E-03)  (-0.1911770E-02, -0.3518201E-03)  (-0.1961097E-02, -0.3608921E-03)
(-0.2011627E-02, -0.3701853E-03)  (-0.2063389E-02, -0.3797048E-03)  (-0.2116409E-02, -0.3894555E-03)
(-0.2170717E-02, -0.3994429E-03)  (-0.2226341E-02, -0.4096722E-03)  (-0.2283312E-02, -0.4201489E-03)
(-0.2341659E-02, -0.4308786E-03)  (-0.2401414E-02, -0.4418670E-03)  (-0.2462609E-02, -0.4531198E-03)
(-0.2525275E-02, -0.4646431E-03)  (-0.2589445E-02, -0.4764428E-03)  (-0.2655154E-02, -0.4885252E-03)
(-0.2722435E-02, -0.5008965E-03)  (-0.2791323E-02, -0.5135631E-03)  (-0.2861855E-02, -0.5265316E-03)
(-0.2934067E-02, -0.5398088E-03)  (-0.3007995E-02, -0.5534013E-03)  (-0.3083678E-02, -0.5673163E-03)
(-0.3161154E-02, -0.5815607E-03)  (-0.3240463E-02, -0.5961418E-03)  (-0.3321645E-02, -0.6110670E-03)
(-0.3404741E-02, -0.6263438E-03)  (-0.3489793E-02, -0.6419800E-03)  (-0.3576844E-02, -0.6579833E-03)
(-0.3665936E-02, -0.6743616E-03)  (-0.3757115E-02, -0.6911233E-03)  (-0.3850426E-02, -0.7082765E-03)
(-0.3945914E-02, -0.7258298E-03)  (-0.4043628E-02, -0.7437917E-03)  (-0.4143614E-02, -0.7621710E-03)
(-0.4245921E-02, -0.7809768E-03)  (-0.4350600E-02, -0.8002181E-03)  (-0.4457701E-02, -0.8199043E-03)
(-0.4567277E-02, -0.8400449E-03)  (-0.4679378E-02, -0.8606495E-03)  (-0.4794060E-02, -0.8817280E-03)
(-0.4911378E-02, -0.9032905E-03)  (-0.5031386E-02, -0.9253472E-03)  (-0.5154143E-02, -0.9479085E-03)
(-0.5279705E-02, -0.9709850E-03)  (-0.5408132E-02, -0.9945877E-03)  (-0.5539484E-02, -0.1018727E-02)
(-0.5673822E-02, -0.1043416E-02)  (-0.5811209E-02, -0.1068664E-02)  (-0.5951709E-02, -0.1094483E-02)
(-0.6095385E-02, -0.1120886E-02)  (-0.6242305E-02, -0.1147884E-02)  (-0.6392535E-02, -0.1175490E-02)
(-0.6546143E-02, -0.1203717E-02)  (-0.6703200E-02, -0.1232576E-02)  (-0.6863777E-02, -0.1262082E-02)
(-0.7027945E-02, -0.1292247E-02)  (-0.7195778E-02, -0.1323085E-02)  (-0.7367351E-02, -0.1354610E-02)
(-0.7542740E-02, -0.1386835E-02)  (-0.7722024E-02, -0.1419775E-02)  (-0.7905280E-02, -0.1453444E-02)
(-0.8092590E-02, -0.1487858E-02)  (-0.8284035E-02, -0.1523030E-02)  (-0.8479698E-02, -0.1558977E-02)
(-0.8679665E-02, -0.1595714E-02)  (-0.8884022E-02, -0.1633256E-02)  (-0.9092856E-02, -0.1671621E-02)
(-0.9306257E-02, -0.1710823E-02)  (-0.9524315E-02, -0.1750881E-02)  (-0.9747124E-02, -0.1791810E-02)
(-0.9974777E-02, -0.1833628E-02)  (-0.1020737E-01, -0.1876353E-02)  (-0.1044500E-01, -0.1920003E-02)
(-0.1068777E-01, -0.1964595E-02)  (-0.1093577E-01, -0.2010148E-02)  (-0.1118912E-01, -0.2056681E-02)
(-0.1144790E-01, -0.2104213E-02)  (-0.1171224E-01, -0.2152764E-02)  (-0.1198224E-01, -0.2202352E-02)
(-0.1225800E-01, -0.2252999E-02)  (-0.1253964E-01, -0.2304725E-02)  (-0.1282727E-01, -0.2357550E-02)
(-0.1312101E-01, -0.2411495E-02)  (-0.1342098E-01, -0.2466582E-02)  (-0.1372728E-01, -0.2522834E-02)
(-0.1404005E-01, -0.2580271E-02)  (-0.1435941E-01, -0.2638916E-02)  (-0.1468548E-01, -0.2698793E-02)
(-0.1501839E-01, -0.2759924E-02)  (-0.1535826E-01, -0.2822334E-02)  (-0.1570524E-01, -0.2886045E-02)
(-0.1605944E-01, -0.2951084E-02)  (-0.1642101E-01, -0.3017473E-02)  (-0.1679009E-01, -0.3085240E-02)
(-0.1716681E-01, -0.3154408E-02)  (-0.1755132E-01, -0.3225004E-02)  (-0.1794375E-01, -0.3297055E-02)
(-0.1834427E-01, -0.3370587E-02)  (-0.1875300E-01, -0.3445628E-02)  (-0.1917012E-01, -0.3522205E-02)
(-0.1959576E-01, -0.3600346E-02)  (-0.2003008E-01, -0.3680079E-02)  (-0.2047325E-01, -0.3761435E-02)
(-0.2092542E-01, -0.3844441E-02)  (-0.2138675E-01, -0.3929127E-02)  (-0.2185742E-01, -0.4015525E-02)
(-0.2233758E-01, -0.4103664E-02)  (-0.2282741E-01, -0.4193577E-02)  (-0.2332708E-01, -0.4285293E-02)
(-0.2383677E-01, -0.4378846E-02)  (-0.2435665E-01, -0.4474268E-02)  (-0.2488691E-01, -0.4571593E-02)
(-0.2542772E-01, -0.4670853E-02)  (-0.2597927E-01, -0.4772082E-02)  (-0.2654176E-01, -0.4875316E-02)
(-0.2711537E-01, -0.4980588E-02)  (-0.2770029E-01, -0.5087935E-02)  (-0.2829673E-01, -0.5197393E-02)
(-0.2890488E-01, -0.5308998E-02)  (-0.2952494E-01, -0.5422786E-02)  (-0.3015712E-01, -0.5538797E-02)
(-0.3080163E-01, -0.5657066E-02)  (-0.3145868E-01, -0.5777634E-02)  (-0.3212848E-01, -0.5900539E-02)
(-0.3281124E-01, -0.6025820E-02)  (-0.3350719E-01, -0.6153519E-02)  (-0.3421655E-01, -0.6283675E-02)
(-0.3493955E-01, -0.6416330E-02)  (-0.3567641E-01, -0.6551525E-02)  (-0.3642736E-01, -0.6689303E-02)
(-0.3719264E-01, -0.6829707E-02)  (-0.3797248E-01, -0.6972781E-02)  (-0.3876714E-01, -0.7118567E-02)
(-0.3957684E-01, -0.7267112E-02)  (-0.4040184E-01, -0.7418459E-02)  (-0.4124239E-01, -0.7572655E-02)
(-0.4209873E-01, -0.7729746E-02)  (-0.4297114E-01, -0.7889779E-02)  (-0.4385986E-01, -0.8052802E-02)
(-0.4476515E-01, -0.8218861E-02)  (-0.4568729E-01, -0.8388007E-02)  (-0.4662655E-01, -0.8560288E-02)
(-0.4758319E-01, -0.8735754E-02)  (-0.4855750E-01, -0.8914455E-02)  (-0.4954974E-01, -0.9096443E-02)
(-0.5056021E-01, -0.9281769E-02)  (-0.5158918E-01, -0.9470485E-02)  (-0.5263696E-01, -0.9662645E-02)
(-0.5370382E-01, -0.9858301E-02)  (-0.5479008E-01, -0.1005751E-01)  (-0.5589601E-01, -0.1026032E-01)
(-0.5702194E-01, -0.1046679E-01)  (-0.5816816E-01, -0.1067698E-01)  (-0.5933498E-01, -0.1089095E-01)
(-0.6052272E-01, -0.1110874E-01)  (-0.6173169E-01, -0.1133042E-01)  (-0.6296221E-01, -0.1155605E-01)
(-0.6421460E-01, -0.1178568E-01)  (-0.6548920E-01, -0.1201938E-01)  (-0.6678633E-01, -0.1225720E-01)
(-0.6810632E-01, -0.1249921E-01)  (-0.6944952E-01, -0.1274547E-01)  (-0.7081625E-01, -0.1299604E-01)
(-0.7220687E-01, -0.1325098E-01)  (-0.7362172E-01, -0.1351036E-01)  (-0.7506116E-01, -0.1377424E-01)
(-0.7652553E-01, -0.1404268E-01)  (-0.7801519E-01, -0.1431575E-01)  (-0.7953051E-01, -0.1459352E-01)
(-0.8107185E-01, -0.1487605E-01)  (-0.8263958E-01, -0.1516341E-01)  (-0.8423406E-01, -0.1545567E-01)
(-0.8585568E-01, -0.1575289E-01)  (-0.8750480E-01, -0.1605515E-01)  (-0.8918182E-01, -0.1636252E-01)
(-0.9088711E-01, -0.1667506E-01)  (-0.9262107E-01, -0.1699284E-01)  (-0.9438408E-01, -0.1731594E-01)
(-0.9617654E-01, -0.1764443E-01)  (-0.9799885E-01, -0.1797838E-01)  (-0.9985141E-01, -0.1831787E-01)
(-0.1017346E+00, -0.1866296E-01)  (-0.1036489E+00, -0.1901374E-01)  (-0.1055946E+00, -0.1937027E-01)
(-0.1075722E+00, -0.1973264E-01)  (-0.1095822E+00, -0.2010091E-01)  (-0.1116248E+00, -0.2047518E-01)
(-0.1137006E+00, -0.2085550E-01)  (-0.1158100E+00, -0.2124197E-01)  (-0.1179533E+00, -0.2163465E-01)
(-0.1201311E+00, -0.2203364E-01)  (-0.1223438E+00, -0.2243900E-01)  (-0.1245917E+00, -0.2285081E-01)
(-0.1268754E+00, -0.2326917E-01)  (-0.1291953E+00, -0.2369414E-01)  (-0.1315518E+00, -0.2412581E-01)
(-0.1339454E+00, -0.2456426E-01)  (-0.1363766E+00, -0.2500957E-01)  (-0.1388457E+00, -0.2546184E-01)
(-0.1413532E+00, -0.2592113E-01)  (-0.1438997E+00, -0.2638753E-01)  (-0.1464855E+00, -0.2686113E-01)
(-0.1491112E+00, -0.2734201E-01)  (-0.1517771E+00, -0.2783025E-01)  (-0.1544838E+00, -0.2832595E-01)
(-0.1572317E+00, -0.2882919E-01)  (-0.1600214E+00, -0.2934004E-01)  (-0.1628532E+00, -0.2985861E-01)
(-0.1657276E+00, -0.3038497E-01)  (-0.1686452E+00, -0.3091921E-01)  (-0.1716064E+00, -0.3146143E-01)
(-0.1746117E+00, -0.3201170E-01)  (-0.1776615E+00, -0.3257011E-01)  (-0.1807564E+00, -0.3313676E-01)
(-0.1838968E+00, -0.3371173E-01)  (-0.1870833E+00, -0.3429511E-01)  (-0.1903163E+00, -0.3488699E-01)
(-0.1935962E+00, -0.3548745E-01)  (-0.1969237E+00, -0.3609660E-01)  (-0.2002991E+00, -0.3671450E-01)
(-0.2037230E+00, -0.3734127E-01)  (-0.2071959E+00, -0.3797697E-01)  (-0.2107182E+00, -0.3862171E-01)
(-0.2142905E+00, -0.3927558E-01)  (-0.2179132E+00, -0.3993865E-01)  (-0.2215869E+00, -0.4061103E-01)
(-0.2253119E+00, -0.4129280E-01)  (-0.2290889E+00, -0.4198405E-01)  (-0.2329183E+00, -0.4268488E-01)
(-0.2368006E+00, -0.4339536E-01)  (-0.2407363E+00, -0.4411559E-01)  (-0.2447258E+00, -0.4484566E-01)
(-0.2487698E+00, -0.4558566E-01)  (-0.2528686E+00, -0.4633567E-01)  (-0.2570227E+00, -0.4709579E-01)
(-0.2612327E+00, -0.4786610E-01)  (-0.2654990E+00, -0.4864669E-01)  (-0.2698221E+00, -0.4943765E-01)
(-0.2742025E+00, -0.5023907E-01)  (-0.2786406E+00, -0.5105102E-01)  (-0.2831370E+00, -0.5187361E-01)
(-0.2876921E+00, -0.5270691E-01)  (-0.2923064E+00, -0.5355101E-01)  (-0.2969803E+00, -0.5440600E-01)
(-0.3017144E+00, -0.5527196E-01)  (-0.3065090E+00, -0.5614897E-01)  (-0.3113647E+00, -0.5703712E-01)
(-0.3162819E+00, -0.5793649E-01)  (-0.3212610E+00, -0.5884716E-01)  (-0.3263026E+00, -0.5976921E-01)
(-0.3314070E+00, -0.6070273E-01)  (-0.3365747E+00, -0.6164779E-01)  (-0.3418061E+00, -0.6260447E-01)
(-0.3471016E+00, -0.6357286E-01)  (-0.3524618E+00, -0.6455302E-01)  (-0.3578869E+00, -0.6554503E-01)
(-0.3633775E+00, -0.6654897E-01)  (-0.3689339E+00, -0.6756492E-01)  (-0.3745566E+00, -0.6859294E-01)
(-0.3802458E+00, -0.6963310E-01)  (-0.3860021E+00, -0.7068549E-01)  (-0.3918258E+00, -0.7175016E-01)
(-0.3977173E+00, -0.7282718E-01)  (-0.4036770E+00, -0.7391663E-01)  (-0.4097052E+00, -0.7501857E-01)
(-0.4158022E+00, -0.7613305E-01)  (-0.4219685E+00, -0.7726015E-01)  (-0.4282043E+00, -0.7839992E-01)
(-0.4345101E+00, -0.7955243E-01)  (-0.4408860E+00, -0.8071773E-01)  (-0.4473325E+00, -0.8189587E-01)
(-0.4538499E+00, -0.8308692E-01)  (-0.4604383E+00, -0.8429093E-01)  (-0.4670982E+00, -0.8550794E-01)
(-0.4738297E+00, -0.8673800E-01)  (-0.4806333E+00, -0.8798116E-01)  (-0.4875090E+00, -0.8923748E-01)
(-0.4944572E+00, -0.9050698E-01)  (-0.5014780E+00, -0.9178971E-01)  (-0.5085718E+00, -0.9308571E-01)
(-0.5157386E+00, -0.9439502E-01)  (-0.5229788E+00, -0.9571766E-01)  (-0.5302925E+00, -0.9705368E-01)
(-0.5376798E+00, -0.9840310E-01)  (-0.5451409E+00, -0.9976595E-01)  (-0.5526760E+00, -0.1011423E+00)
(-0.5602851E+00, -0.1025320E+00)  (-0.5679684E+00, -0.1039353E+00)  (-0.5757261E+00, -0.1053521E+00)
(-0.5835581E+00, -0.1067824E+00)  (-0.5914646E+00, -0.1082262E+00)  (-0.5994455E+00, -0.1096836E+00)
(-0.6075011E+00, -0.1111546E+00)  (-0.6156311E+00, -0.1126391E+00)  (-0.6238358E+00, -0.1141371E+00)
(-0.6321150E+00, -0.1156487E+00)  (-0.6404687E+00, -0.1171738E+00)  (-0.6488969E+00, -0.1187125E+00)
(-0.6573996E+00, -0.1202647E+00)  (-0.6659765E+00, -0.1218304E+00)  (-0.6746277E+00, -0.1234095E+00)
(-0.6833531E+00, -0.1250022E+00)  (-0.6921523E+00, -0.1266082E+00)  (-0.7010254E+00, -0.1282277E+00)
(-0.7099722E+00, -0.1298605E+00)  (-0.7189923E+00, -0.1315066E+00)  (-0.7280857E+00, -0.1331661E+00)
(-0.7372520E+00, -0.1348387E+00)  (-0.7464911E+00, -0.1365246E+00)  (-0.7558025E+00, -0.1382236E+00)
(-0.7651861E+00, -0.1399356E+00)  (-0.7746414E+00, -0.1416607E+00)  (-0.7841682E+00, -0.1433987E+00)
(-0.7937660E+00, -0.1451496E+00)  (-0.8034345E+00, -0.1469133E+00)  (-0.8131731E+00, -0.1486897E+00)
(-0.8229816E+00, -0.1504788E+00)  (-0.8328593E+00, -0.1522804E+00)  (-0.8428059E+00, -0.1540945E+00)
(-0.8528207E+00, -0.1559209E+00)  (-0.8629032E+00, -0.1577596E+00)  (-0.8730529E+00, -0.1596104E+00)
(-0.8832691E+00, -0.1614732E+00)  (-0.8935512E+00, -0.1633480E+00)  (-0.9038985E+00, -0.1652346E+00)
(-0.9143104E+00, -0.1671328E+00)  (-0.9247862E+00, -0.1690426E+00)  (-0.9353251E+00, -0.1709637E+00)
(-0.9459263E+00, -0.1728962E+00)  (-0.9565890E+00, -0.1748397E+00)  (-0.9673125E+00, -0.1767942E+00)
(-0.9780958E+00, -0.1787594E+00)  (-0.9889380E+00, -0.1807354E+00)  (-0.9998383E+00, -0.1827217E+00)
(-0.1010796E+01, -0.1847184E+00)  (-0.1021809E+01, -0.1867251E+00)  (-0.1032878E+01, -0.1887418E+00)
(-0.1044000E+01, -0.1907682E+00)  (-0.1055176E+01, -0.1928041E+00)  (-0.1066403E+01, -0.1948494E+00)
(-0.1077682E+01, -0.1969037E+00)  (-0.1089009E+01, -0.1989670E+00)  (-0.1100386E+01, -0.2010389E+00)
(-0.1111809E+01, -0.2031193E+00)  (-0.1123278E+01, -0.2052079E+00)  (-0.1134792E+01, -0.2073044E+00)
(-0.1146348E+01, -0.2094087E+00)  (-0.1157947E+01, -0.2115204E+00)  (-0.1169586E+01, -0.2136394E+00)
(-0.1181264E+01, -0.2157653E+00)  (-0.1192980E+01, -0.2178978E+00)  (-0.1204731E+01, -0.2200368E+00)
(-0.1216517E+01, -0.2221819E+00)  (-0.1228336E+01, -0.2243328E+00)  (-0.1240186E+01, -0.2264892E+00)
(-0.1252065E+01, -0.2286508E+00)  (-0.1263973E+01, -0.2308173E+00)  (-0.1275906E+01, -0.2329884E+00)
(-0.1287864E+01, -0.2351638E+00)  (-0.1299845E+01, -0.2373431E+00)  (-0.1311846E+01, -0.2395261E+00)
(-0.1323866E+01, -0.2417122E+00)  (-0.1335903E+01, -0.2439013E+00)  (-0.1347955E+01, -0.2460929E+00)
(-0.1360020E+01, -0.2482867E+00)  (-0.1372097E+01, -0.2504823E+00)  (-0.1384182E+01, -0.2526793E+00)
(-0.1396274E+01, -0.2548773E+00)  (-0.1408370E+01, -0.2570761E+00)  (-0.1420469E+01, -0.2592750E+00)
(-0.1432569E+01, -0.2614739E+00)  (-0.1444667E+01, -0.2636721E+00)  (-0.1456760E+01, -0.2658694E+00)
(-0.1468849E+01, -0.2680657E+00)  (-0.1480934E+01, -0.2702610E+00)  (-0.1493015E+01, -0.2724553E+00)
(-0.1505091E+01, -0.2746486E+00)  (-0.1517163E+01, -0.2768409E+00)  (-0.1529231E+01, -0.2790321E+00)
(-0.1541294E+01, -0.2812223E+00)  (-0.1553352E+01, -0.2834115E+00)  (-0.1565407E+01, -0.2855996E+00)
(-0.1577456E+01, -0.2877866E+00)  (-0.1589501E+01, -0.2899726E+00)  (-0.1601542E+01, -0.2921575E+00)
(-0.1613577E+01, -0.2943413E+00)  (-0.1625608E+01, -0.2965240E+00)  (-0.1637635E+01, -0.2987056E+00)
(-0.1649656E+01, -0.3008861E+00)  (-0.1661673E+01, -0.3030655E+00)  (-0.1673685E+01, -0.3052438E+00)
(-0.1685692E+01, -0.3074209E+00)  (-0.1697695E+01, -0.3095969E+00)  (-0.1709692E+01, -0.3117718E+00)
(-0.1721684E+01, -0.3139454E+00)  (-0.1733672E+01, -0.3161180E+00)  (-0.1745654E+01, -0.3182893E+00)
(-0.1757631E+01, -0.3204595E+00)  (-0.1769604E+01, -0.3226284E+00)  (-0.1781571E+01, -0.3247962E+00)
(-0.1793532E+01, -0.3269628E+00)  (-0.1805489E+01, -0.3291281E+00)  (-0.1817441E+01, -0.3312922E+00)
(-0.1829387E+01, -0.3334551E+00)  (-0.1841328E+01, -0.3356168E+00)  (-0.1853263E+01, -0.3377772E+00)
(-0.1865193E+01, -0.3399364E+00)  (-0.1877118E+01, -0.3420943E+00)  (-0.1889037E+01, -0.3442509E+00)
(-0.1900951E+01, -0.3464062E+00)  (-0.1912859E+01, -0.3485603E+00)  (-0.1924762E+01, -0.3507131E+00)
(-0.1936659E+01, -0.3528645E+00)  (-0.1948551E+01, -0.3550147E+00)  (-0.1960437E+01, -0.3571635E+00)
(-0.1972317E+01, -0.3593110E+00)  (-0.1984191E+01, -0.3614572E+00)  (-0.1996060E+01, -0.3636020E+00)
(-0.2007923E+01, -0.3657455E+00)  (-0.2019780E+01, -0.3678876E+00)  (-0.2031631E+01, -0.3700283E+00)
(-0.2043476E+01, -0.3721677E+00)  (-0.2055316E+01, -0.3743057E+00)  (-0.2067149E+01, -0.3764423E+00)
(-0.2078977E+01, -0.3785775E+00)  (-0.2090798E+01, -0.3807113E+00)  (-0.2102613E+01, -0.3828437E+00)
(-0.2114423E+01, -0.3849746E+00)  (-0.2126226E+01, -0.3871042E+00)  (-0.2138023E+01, -0.3892323E+00)
(-0.2149813E+01, -0.3913589E+00)  (-0.2161598E+01, -0.3934841E+00)  (-0.2173376E+01, -0.3956078E+00)
(-0.2185148E+01, -0.3977301E+00)  (-0.2196914E+01, -0.3998509E+00)  (-0.2208673E+01, -0.4019702E+00)
(-0.2220426E+01, -0.4040880E+00)  (-0.2232172E+01, -0.4062043E+00)  (-0.2243912E+01, -0.4083190E+00)
(-0.2255645E+01, -0.4104323E+00)  (-0.2267372E+01, -0.4125441E+00)  (-0.2279092E+01, -0.4146543E+00)
(-0.2290806E+01, -0.4167629E+00)  (-0.2302513E+01, -0.4188701E+00)  (-0.2314213E+01, -0.4209756E+00)
(-0.2325907E+01, -0.4230796E+00)  (-0.2337594E+01, -0.4251821E+00)  (-0.2349274E+01, -0.4272829E+00)
(-0.2360947E+01, -0.4293822E+00)  (-0.2372613E+01, -0.4314799E+00)  (-0.2384273E+01, -0.4335759E+00)
(-0.2395925E+01, -0.4356704E+00)  (-0.2407571E+01, -0.4377632E+00)  (-0.2419210E+01, -0.4398544E+00)
(-0.2430841E+01, -0.4419440E+00)  (-0.2442466E+01, -0.4440319E+00)  (-0.2454083E+01, -0.4461182E+00)
(-0.2465694E+01, -0.4482028E+00)  (-0.2477297E+01, -0.4502858E+00)  (-0.2488893E+01, -0.4523670E+00)
(-0.2500482E+01, -0.4544466E+00)  (-0.2512063E+01, -0.4565245E+00)  (-0.2523638E+01, -0.4586008E+00)
(-0.2535204E+01, -0.4606753E+00)  (-0.2546764E+01, -0.4627481E+00)  (-0.2558316E+01, -0.4648191E+00)
(-0.2569861E+01, -0.4668885E+00)  (-0.2581398E+01, -0.4689561E+00)  (-0.2592928E+01, -0.4710220E+00)
(-0.2604450E+01, -0.4730861E+00)  (-0.2615965E+01, -0.4751484E+00)  (-0.2627472E+01, -0.4772090E+00)
(-0.2638972E+01, -0.4792679E+00)  (-0.2650464E+01, -0.4813249E+00)  (-0.2661948E+01, -0.4833801E+00)
(-0.2673424E+01, -0.4854336E+00)  (-0.2684893E+01, -0.4874852E+00)  (-0.2696354E+01, -0.4895351E+00)
(-0.2707807E+01, -0.4915831E+00)  (-0.2719252E+01, -0.4936293E+00)  (-0.2730690E+01, -0.4956736E+00)
(-0.2742119E+01, -0.4977161E+00)  (-0.2753541E+01, -0.4997568E+00)  (-0.2764954E+01, -0.5017956E+00)
(-0.2776359E+01, -0.5038325E+00)  (-0.2787757E+01, -0.5058676E+00)  (-0.2799146E+01, -0.5079008E+00)
(-0.2810527E+01, -0.5099321E+00)  (-0.2821900E+01, -0.5119615E+00)  (-0.2833265E+01, -0.5139889E+00)
(-0.2844622E+01, -0.5160145E+00)  (-0.2855970E+01, -0.5180382E+00)  (-0.2867310E+01, -0.5200599E+00)
(-0.2878642E+01, -0.5220797E+00)  (-0.2889965E+01, -0.5240976E+00)  (-0.2901280E+01, -0.5261135E+00)
(-0.2912587E+01, -0.5281274E+00)  (-0.2923885E+01, -0.5301394E+00)  (-0.2935175E+01, -0.5321495E+00)
(-0.2946456E+01, -0.5341575E+00)  (-0.2957729E+01, -0.5361635E+00)  (-0.2968993E+01, -0.5381676E+00)
(-0.2980248E+01, -0.5401697E+00)  (-0.2991495E+01, -0.5421697E+00)  (-0.3002733E+01, -0.5441677E+00)
(-0.3013962E+01, -0.5461638E+00)  (-0.3025183E+01, -0.5481577E+00)  (-0.3036395E+01, -0.5501497E+00)
(-0.3047598E+01, -0.5521396E+00)  (-0.3058792E+01, -0.5541274E+00)  (-0.3069977E+01, -0.5561132E+00)
(-0.3081153E+01, -0.5580969E+00)  (-0.3092321E+01, -0.5600785E+00)  (-0.3103479E+01, -0.5620581E+00)
(-0.3114629E+01, -0.5640355E+00)  (-0.3125769E+01, -0.5660109E+00)  (-0.3136901E+01, -0.5679841E+00)
(-0.3148023E+01, -0.5699553E+00)  (-0.3159136E+01, -0.5719243E+00)  (-0.3170240E+01, -0.5738912E+00)
(-0.3181335E+01, -0.5758560E+00)  (-0.3192420E+01, -0.5778186E+00)  (-0.3203497E+01, -0.5797790E+00)
(-0.3214564E+01, -0.5817374E+00)  (-0.3225621E+01, -0.5836935E+00)  (-0.3236670E+01, -0.5856475E+00)
(-0.3247709E+01, -0.5875993E+00)  (-0.3258738E+01, -0.5895489E+00)  (-0.3269758E+01, -0.5914963E+00)
(-0.3280769E+01, -0.5934415E+00)  (-0.3291770E+01, -0.5953845E+00)  (-0.3302761E+01, -0.5973253E+00)
(-0.3313743E+01, -0.5992639E+00)  (-0.3324715E+01, -0.6012002E+00)  (-0.3335678E+01, -0.6031343E+00)
(-0.3346631E+01, -0.6050662E+00)  (-0.3357574E+01, -0.6069958E+00)  (-0.3368507E+01, -0.6089231E+00)
(-0.3379431E+01, -0.6108482E+00)  (-0.3390345E+01, -0.6127710E+00)  (-0.3401249E+01, -0.6146916E+00)
(-0.3412143E+01, -0.6166098E+00)  (-0.3423028E+01, -0.6185258E+00)  (-0.3433902E+01, -0.6204394E+00)
(-0.3444766E+01, -0.6223507E+00)  (-0.3455621E+01, -0.6242598E+00)  (-0.3466465E+01, -0.6261664E+00)
(-0.3477300E+01, -0.6280708E+00)  (-0.3488124E+01, -0.6299728E+00)  (-0.3498938E+01, -0.6318725E+00)
(-0.3509742E+01, -0.6337699E+00)  (-0.3520536E+01, -0.6356648E+00)  (-0.3531319E+01, -0.6375574E+00)
(-0.3542092E+01, -0.6394477E+00)  (-0.3552855E+01, -0.6413355E+00)  (-0.3563608E+01, -0.6432210E+00)
(-0.3574351E+01, -0.6451041E+00)  (-0.3585083E+01, -0.6469847E+00)  (-0.3595804E+01, -0.6488630E+00)
(-0.3606515E+01, -0.6507388E+00)  (-0.3617216E+01, -0.6526123E+00)  (-0.3627906E+01, -0.6544833E+00)
(-0.3638586E+01, -0.6563518E+00)  (-0.3649255E+01, -0.6582179E+00)  (-0.3659914E+01, -0.6600816E+00)
(-0.3670562E+01, -0.6619428E+00)  (-0.3681199E+01, -0.6638015E+00)  (-0.3691825E+01, -0.6656578E+00)
(-0.3702441E+01, -0.6675116E+00)  (-0.3713046E+01, -0.6693629E+00)  (-0.3723641E+01, -0.6712117E+00)
(-0.3734224E+01, -0.6730580E+00)  (-0.3744797E+01, -0.6749018E+00)  (-0.3755359E+01, -0.6767431E+00)
(-0.3765910E+01, -0.6785819E+00)  (-0.3776450E+01, -0.6804182E+00)  (-0.3786979E+01, -0.6822519E+00)
(-0.3797497E+01, -0.6840831E+00)  (-0.3808004E+01, -0.6859117E+00)  (-0.3818500E+01, -0.6877377E+00)
(-0.3828985E+01, -0.6895613E+00)  (-0.3839459E+01, -0.6913822E+00)  (-0.3849921E+01, -0.6932006E+00)
(-0.3860373E+01, -0.6950164E+00)  (-0.3870813E+01, -0.6968296E+00)  (-0.3881242E+01, -0.6986402E+00)
(-0.3891660E+01, -0.7004482E+00)  (-0.3902067E+01, -0.7022535E+00)  (-0.3912462E+01, -0.7040563E+00)
(-0.3922846E+01, -0.7058565E+00)  (-0.3933218E+01, -0.7076540E+00)  (-0.3943579E+01, -0.7094489E+00)
(-0.3953929E+01, -0.7112411E+00)  (-0.3964267E+01, -0.7130307E+00)  (-0.3974593E+01, -0.7148177E+00)
(-0.3984909E+01, -0.7166019E+00)  (-0.3995212E+01, -0.7183836E+00)  (-0.4005504E+01, -0.7201625E+00)
(-0.4015784E+01, -0.7219387E+00)  (-0.4026053E+01, -0.7237123E+00)  (-0.4036310E+01, -0.7254831E+00)
(-0.4046555E+01, -0.7272513E+00)  (-0.4056789E+01, -0.7290168E+00)  (-0.4067010E+01, -0.7307795E+00)
